source_doc_id,original_filename,relative_path,file_type,primary_domain,secondary_domains,inferred_source_type,inferred_publisher,inferred_industry,inferred_technology,inferred_capabilities,inferred_business_models,inferred_operating_models,inferred_customer_experience,inferred_frameworks,inferred_output_relevance,classification_confidence,classification_method,review_needed,notes
codex_doc_000589,Marketing Maturity - Agile Marketing and Digital Transformation.pdf,Marketing Maturity - Agile Marketing and Digital Transformation.pdf,pdf,agile,digital_transformation;marketing_maturity,unknown,unknown,advertising_media_marketing,,agility,,agile,,,mba_digital_strategy,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000590,Marketing Maturity - agile-marketing-depth-assessment1-1.pdf,Marketing Maturity - agile-marketing-depth-assessment1-1.pdf,pdf,agile,marketing_maturity,unknown,unknown,advertising_media_marketing,,agility,,agile,,,,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000591,Marketing Maturity - Agile.pdf,Marketing Maturity - Agile.pdf,pdf,agile,marketing_maturity,unknown,unknown,advertising_media_marketing,,agility,,agile,,,,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000592,Marketing Maturity - Altimeter-The-5-Stages-of-Digital-Content-Maturity.pdf,Marketing Maturity - Altimeter-The-5-Stages-of-Digital-Content-Maturity.pdf,pdf,marketing_maturity,,unknown,unknown,advertising_media_marketing,,,,,content,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000593,Marketing Maturity - Bain - Modern Marketing.pdf,Marketing Maturity - Bain - Modern Marketing.pdf,pdf,marketing_maturity,,consulting,Bain,advertising_media_marketing,,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000594,Marketing Maturity - BCG - Banking - Creating-a-Competitive-Advantage-Through-Marketing-Maturity-in-Banking.pdf,Marketing Maturity - BCG - Banking - Creating-a-Competitive-Advantage-Through-Marketing-Maturity-in-Banking.pdf,pdf,marketing_maturity,,consulting,BCG,advertising_media_marketing;banking_finance_insurance,,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000595,Marketing Maturity - BCG - bcg-accelerating-ai-driven-marketing-maturity.pdf,Marketing Maturity - BCG - bcg-accelerating-ai-driven-marketing-maturity.pdf,pdf,ai,marketing_maturity,consulting,BCG,advertising_media_marketing,artificial_intelligence,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000596,Marketing Maturity - bcg-dividends-digital-marketing-maturity-feb-2019.pdf,Marketing Maturity - bcg-dividends-digital-marketing-maturity-feb-2019.pdf,pdf,marketing_maturity,,consulting,BCG,advertising_media_marketing,,,,,,,web_strategy_course,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000597,Marketing Maturity - BCG-Mastering-Digital-Marketing-Maturity-Feb-2018.pdf,Marketing Maturity - BCG-Mastering-Digital-Marketing-Maturity-Feb-2018.pdf,pdf,marketing_maturity,,consulting,BCG,advertising_media_marketing,,,,,,,web_strategy_course,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000598,Marketing Maturity - bcg-the-fast-track-to-digital-marketing-maturity-aug-2021-r.pdf,Marketing Maturity - bcg-the-fast-track-to-digital-marketing-maturity-aug-2021-r.pdf,pdf,marketing_maturity,velocity,consulting,BCG,advertising_media_marketing,,,,,,,web_strategy_course,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000599,Marketing Maturity - Customer-Experience-Maturity-for-Financial-Institutions.pdf,Marketing Maturity - Customer-Experience-Maturity-for-Financial-Institutions.pdf,pdf,customer_experience,marketing_maturity,unknown,unknown,advertising_media_marketing;banking_finance_insurance,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000600,Marketing Maturity - CX 3.pdf,Marketing Maturity - CX 3.pdf,pdf,customer_experience,marketing_maturity,unknown,unknown,advertising_media_marketing,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000601,Marketing Maturity - CX 4.pdf,Marketing Maturity - CX 4.pdf,pdf,customer_experience,marketing_maturity,unknown,unknown,advertising_media_marketing,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000602,Marketing Maturity - CX.pdf,Marketing Maturity - CX.pdf,pdf,customer_experience,marketing_maturity,unknown,unknown,advertising_media_marketing,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000603,Marketing Maturity - DCG-IP-Customer-Engagement-Maturity-May-2013.pdf,Marketing Maturity - DCG-IP-Customer-Engagement-Maturity-May-2013.pdf,pdf,customer_experience,marketing_maturity,unknown,unknown,advertising_media_marketing,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000604,Marketing Maturity - Design maturity models used in design organization.pdf,Marketing Maturity - Design maturity models used in design organization.pdf,pdf,marketing_maturity,operating_models,unknown,unknown,advertising_media_marketing,,organizational_design,,,,digital_maturity_model,,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000605,Marketing Maturity - Google - MIT.pdf,Marketing Maturity - Google - MIT.pdf,pdf,marketing_maturity,,unknown,Google,advertising_media_marketing,,,,,,,,high,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000606,Marketing Maturity - IAB - DataMaturityModel-042016.pdf,Marketing Maturity - IAB - DataMaturityModel-042016.pdf,pdf,marketing_maturity,,unknown,unknown,advertising_media_marketing,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000607,Marketing Maturity - IBM - B2B.pdf,Marketing Maturity - IBM - B2B.pdf,pdf,marketing_maturity,,unknown,IBM,advertising_media_marketing,,,,,,,,high,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000608,Marketing Maturity - marketing-analytics-maturity-model.pdf,Marketing Maturity - marketing-analytics-maturity-model.pdf,pdf,marketing_maturity,,unknown,unknown,advertising_media_marketing,analytics,,,,,digital_maturity_model,,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000609,Marketing Maturity - MARTECH - mma_martech_playbook_0.pdf,Marketing Maturity - MARTECH - mma_martech_playbook_0.pdf,pdf,marketing_maturity,,practitioner,unknown,advertising_media_marketing,,,,,,,writing,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000610,Marketing Maturity - McKinesy - modern-marketing-what-it-is-what-it-isnt.pdf,Marketing Maturity - McKinesy - modern-marketing-what-it-is-what-it-isnt.pdf,pdf,marketing_maturity,,unknown,unknown,advertising_media_marketing,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000611,Marketing Maturity - McKinsey - agents-for-growth-turning-ai-promise-into-impact.pdf,Marketing Maturity - McKinsey - agents-for-growth-turning-ai-promise-into-impact.pdf,pdf,ai,marketing_maturity,consulting,McKinsey,advertising_media_marketing,artificial_intelligence;agentic_ai,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000612,Marketing Maturity - Modern-Marketing-Model.pdf,Marketing Maturity - Modern-Marketing-Model.pdf,pdf,marketing_maturity,,unknown,unknown,advertising_media_marketing,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000613,Marketing Maturity - Omni channel 3.pdf,Marketing Maturity - Omni channel 3.pdf,pdf,marketing_maturity,,unknown,unknown,advertising_media_marketing,,,,,omnichannel,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000614,Marketing Maturity - Omni Channel.pdf,Marketing Maturity - Omni Channel.pdf,pdf,marketing_maturity,,unknown,unknown,advertising_media_marketing,,,,,omnichannel,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000615,Marketing Maturity - Omni-channel 2.pdf,Marketing Maturity - Omni-channel 2.pdf,pdf,marketing_maturity,,unknown,unknown,advertising_media_marketing,,,,,omnichannel,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000616,Marketing Maturity - The Modern-Marketing-Model.pdf,Marketing Maturity - The Modern-Marketing-Model.pdf,pdf,marketing_maturity,,unknown,unknown,advertising_media_marketing,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000617,Marketplaces - Statistica.pdf,Marketplaces - Statistica.pdf,pdf,platforms_marketplaces,,unknown,unknown,,,,marketplace,,,marketplace_design,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000618,mayo-et-al-2024-coordination-in-dynamic-teams-investigating-a-learning-productivity-trade-off.pdf,mayo-et-al-2024-coordination-in-dynamic-teams-investigating-a-learning-productivity-trade-off.pdf,pdf,other,,unknown,unknown,,,learning,,coordination,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000619,McKinesey and AI - which-tech-trends-are-rising-to-the-top-of-the-business-agenda_vf.pdf,McKinesey and AI - which-tech-trends-are-rising-to-the-top-of-the-business-agenda_vf.pdf,pdf,ai,,industry_report,unknown,,artificial_intelligence,future_readiness,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000620,McKinsey - ai-is-everywhere-the-agentic-organization-isnt-yet_final.pdf,McKinsey - ai-is-everywhere-the-agentic-organization-isnt-yet_final.pdf,pdf,ai,operating_models,consulting,McKinsey,,artificial_intelligence;agentic_ai,organizational_design,,ai_native,ai_agent,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000621,McKinsey - An-operating-model-for-the-next-normal-Lessons-from-agile-organizations-in-the-crisis.pdf,McKinsey - An-operating-model-for-the-next-normal-Lessons-from-agile-organizations-in-the-crisis.pdf,pdf,operating_models,agile,consulting,McKinsey,,,agility;organizational_design,,agile,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000622,McKinsey - for-industrials-the-next-decade-belongs-to-builders.pdf,McKinsey - for-industrials-the-next-decade-belongs-to-builders.pdf,pdf,other,,consulting,McKinsey,manufacturing_industrial,,,,,,,,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000623,McKinsey - how-to-build-businesses-faster-and-better-with-ai_final.pdf,McKinsey - how-to-build-businesses-faster-and-better-with-ai_final.pdf,pdf,ai,velocity,consulting,McKinsey,,artificial_intelligence,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000624,McKinsey - leveraging-industrial-iot-and-advanced-technologies-for-digital-transformation.pdf,McKinsey - leveraging-industrial-iot-and-advanced-technologies-for-digital-transformation.pdf,pdf,digital_transformation,technology_infrastructure,consulting,McKinsey,manufacturing_industrial,iot,,,,,,mba_digital_strategy,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000625,McKinsey - the-agentic-organization-contours-of-the-next-paradigm-for-the-ai-era.pdf,McKinsey - the-agentic-organization-contours-of-the-next-paradigm-for-the-ai-era.pdf,pdf,ai,operating_models,consulting,McKinsey,,artificial_intelligence;agentic_ai,organizational_design,,ai_native,ai_agent,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000626,McKinsey - the-seven-operating-truths-of-ai-native-companies.pdf,McKinsey - the-seven-operating-truths-of-ai-native-companies.pdf,pdf,ai,,consulting,McKinsey,,artificial_intelligence,,,ai_native,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000627,McKinsey - the-state-of-organizations-2023.pdf,McKinsey - the-state-of-organizations-2023.pdf,pdf,operating_models,,consulting,McKinsey,,,organizational_design,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000628,McKinsey - the-way-to-win-in-corporate-venturing-serial-building-and-ai.pdf,McKinsey - the-way-to-win-in-corporate-venturing-serial-building-and-ai.pdf,pdf,ai,,consulting,McKinsey,,artificial_intelligence,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000629,McKinsey - untangling-your-organizations-decision-making.pdf,McKinsey - untangling-your-organizations-decision-making.pdf,pdf,operating_models,,consulting,McKinsey,,,decision_making;organizational_design,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000630,McKinsey’s Three Horizons Model Defined Innovation for Years. Here’s Why It No Longer Applies_.pdf,McKinsey’s Three Horizons Model Defined Innovation for Years. Here’s Why It No Longer Applies_.pdf,pdf,innovation,,consulting,McKinsey,,,innovation,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000631,merits-05-00002-with-cover.pdf,merits-05-00002-with-cover.pdf,pdf,other,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000632,Mexico - Digitalization.pdf,Mexico - Digitalization.pdf,pdf,digital_transformation,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000633,Mexico - Mexico City Smart City.pdf,Mexico - Mexico City Smart City.pdf,pdf,other,,unknown,unknown,smart_cities,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000634,Mexico - Tax_Digitalization_in_Mexico_Success_Factors_and_Pathways_Forward.pdf,Mexico - Tax_Digitalization_in_Mexico_Success_Factors_and_Pathways_Forward.pdf,pdf,digital_transformation,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000635,Mexico - unlocking-the-benefits-of-digital-payments-insights-from-mexico.pdf,Mexico - unlocking-the-benefits-of-digital-payments-insights-from-mexico.pdf,pdf,other,,unknown,unknown,banking_finance_insurance,payments,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000636,Microsoft - AI-Diffusion-Report-2026-Q1.pdf,Microsoft - AI-Diffusion-Report-2026-Q1.pdf,pdf,ai,,industry_report,Microsoft,,artificial_intelligence,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000637,Microwave-Driven_Plasma_Gasification_for_Biomass_Waste_Treatment_at_Miniature_Scale.pdf,Microwave-Driven_Plasma_Gasification_for_Biomass_Waste_Treatment_at_Miniature_Scale.pdf,pdf,other,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000638,Middle East and Digital.pdf,Middle East and Digital.pdf,pdf,other,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000639,Mobile-CUX-Ecommerce-Report.pdf,Mobile-CUX-Ecommerce-Report.pdf,pdf,customer_experience,,industry_report,unknown,consumer_retail_ecommerce,,,,,mobile;ecommerce,,web_strategy_course,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000640,Module 2 - BCG The Rise of the digital incumbent Feb 22.pdf,Module 2 - BCG The Rise of the digital incumbent Feb 22.pdf,pdf,other,,consulting,BCG,,,,,,,,,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000641,Morocco - AI-Recommendations-Towards-a-National-AI-Strategy-For-Morocco.pdf,Morocco - AI-Recommendations-Towards-a-National-AI-Strategy-For-Morocco.pdf,pdf,ai,government,government,unknown,government_public_sector,artificial_intelligence,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000642,Multi-Sided Platform Businesses.pdf,Multi-Sided Platform Businesses.pdf,pdf,platforms_marketplaces,,unknown,unknown,technology_saas_platforms,,,platform,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000643,Multifinality-equifinality-and-fanning-Developmental-concepts-and-statistical-implications.pdf,Multifinality-equifinality-and-fanning-Developmental-concepts-and-statistical-implications.pdf,pdf,other,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000644,Nambia - AI.pdf,Nambia - AI.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000645,Natoinal Association of State Energy Officials.pdf,Natoinal Association of State Energy Officials.pdf,pdf,other,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000646,Navigating turbulence - resource orchestration in developing international marketing capabilities.pdf,Navigating turbulence - resource orchestration in developing international marketing capabilities.pdf,pdf,government,,government,unknown,advertising_media_marketing;government_public_sector,,,,coordination,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000647,Nepal - Digital Transformation.pdf,Nepal - Digital Transformation.pdf,pdf,digital_transformation,,unknown,unknown,,,,,,,,mba_digital_strategy,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000648,New Zealand - National AI Strategy May 2025.pdf,New Zealand - National AI Strategy May 2025.pdf,pdf,ai,government,government,unknown,government_public_sector,artificial_intelligence,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000649,Kinetic - Agentic AI and Web 3.docx,notes\Kinetic - Agentic AI and Web 3.docx,docx,ai,,unknown,unknown,,artificial_intelligence;agentic_ai,,,ai_native,ai_agent,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000650,Kinetic - AI and Agile.docx,notes\Kinetic - AI and Agile.docx,docx,agile,ai,unknown,unknown,,artificial_intelligence,agility,,agile,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000651,Kinetic - Blockchain Examples.docx,notes\Kinetic - Blockchain Examples.docx,docx,blockchain,,unknown,unknown,,blockchain,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000652,Kinetic - Blockchain use case support.docx,notes\Kinetic - Blockchain use case support.docx,docx,blockchain,,unknown,unknown,,blockchain,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000653,Kinetic - Blockchain-AI-Quantum.docx,notes\Kinetic - Blockchain-AI-Quantum.docx,docx,ai,blockchain;quantum,unknown,unknown,,artificial_intelligence;blockchain;quantum,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000654,Kinetic - Government as a Service.docx,notes\Kinetic - Government as a Service.docx,docx,government,,government,unknown,government_public_sector,,,,,customer_service,,kinetic_organization;government_as_a_service,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000655,Kinetic - Quantum Integration - Strategy Framework eval - Funding.docx,notes\Kinetic - Quantum Integration - Strategy Framework eval - Funding.docx,docx,quantum,,unknown,unknown,,quantum,,,,,,kinetic_organization;writing,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000656,Kinetic - Revised list of use cases and analysis.docx,notes\Kinetic - Revised list of use cases and analysis.docx,docx,other,,unknown,unknown,,,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000657,Kinetic Economy - National Backbone.docx,notes\Kinetic Economy - National Backbone.docx,docx,government,,government,unknown,government_public_sector,,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000658,Kinetic Economy - The Year of Composability.docx,notes\Kinetic Economy - The Year of Composability.docx,docx,other,,unknown,unknown,,,composability,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000659,Kinetic Economy Is Taking Shape.docx,notes\Kinetic Economy Is Taking Shape.docx,docx,other,,unknown,unknown,,,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000660,Kinetic Economy Moment - US vs the world.docx,notes\Kinetic Economy Moment - US vs the world.docx,docx,other,,unknown,unknown,,,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000661,Kinetic Marketing - Are the 5 P's still Relevant.docx,notes\Kinetic Marketing - Are the 5 P's still Relevant.docx,docx,other,,unknown,unknown,advertising_media_marketing,,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000662,Kinetic Organization - 5.0.docx,notes\Kinetic Organization - 5.0.docx,docx,operating_models,,unknown,unknown,,,organizational_design,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000663,Kinetic Organization - Thesis.docx,notes\Kinetic Organization - Thesis.docx,docx,operating_models,,unknown,unknown,,,organizational_design,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000664,Kinetic Research - AI Integration into products and services.docx,notes\Kinetic Research - AI Integration into products and services.docx,docx,ai,,academic,unknown,education_research,artificial_intelligence,,,,customer_service,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000665,Kinetic Research - AI Use Cases.docx,notes\Kinetic Research - AI Use Cases.docx,docx,ai,,academic,unknown,education_research,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000666,Kinetic Research - Chapter 6.docx,notes\Kinetic Research - Chapter 6.docx,docx,other,,academic,unknown,education_research,,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000667,Kinetic Research - Chapter 7.docx,notes\Kinetic Research - Chapter 7.docx,docx,other,,academic,unknown,education_research,,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000668,Kinetic Research and Content Engine.docx,notes\Kinetic Research and Content Engine.docx,docx,other,,academic,unknown,education_research,,,,,content,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000669,NICE_AI Readiness Guide.pdf,notes\NICE_AI Readiness Guide.pdf,pdf,ai,,practitioner,unknown,,artificial_intelligence,ai_readiness,,,,,writing,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000670,Overclocked - Vertical AI.docx,notes\Overclocked - Vertical AI.docx,docx,ai,,unknown,unknown,,artificial_intelligence,,,,,,overclocked,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000671,Parallels Between Blockchain Adoption in Industry Consortiums and Media.docx,notes\Parallels Between Blockchain Adoption in Industry Consortiums and Media.docx,docx,blockchain,,unknown,unknown,advertising_media_marketing,blockchain,,advertising,,,,,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000672,The Kinetic Economy - LinkedIn.docx,notes\The Kinetic Economy - LinkedIn.docx,docx,other,,unknown,unknown,,,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000673,Omni Channel - Explainer.pdf,Omni Channel - Explainer.pdf,pdf,other,,unknown,unknown,,,,,,omnichannel,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000674,Omni Channel - Logistics MDPI Whitepaper.pdf,Omni Channel - Logistics MDPI Whitepaper.pdf,pdf,other,,academic,unknown,,,,,,omnichannel,,,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000675,Omnichannel Retail in the US - Statistica Dossier.pdf,Omnichannel Retail in the US - Statistica Dossier.pdf,pdf,customer_experience,,unknown,unknown,consumer_retail_ecommerce,,,,,omnichannel,,web_strategy_course,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000676,OpenAI AI - Microsoft - AWS - Google AI use Cases.docx,OpenAI AI - Microsoft - AWS - Google AI use Cases.docx,docx,ai,,unknown,Microsoft,,artificial_intelligence,,,,,,,high,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000677,Operations in an era of radical uncertainty.pdf,Operations in an era of radical uncertainty.pdf,pdf,other,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000678,Overcoming change.pdf,Overcoming change.pdf,pdf,other,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000679,Oxford - 2023-Government-AI-Readiness-Index-1.pdf,Oxford - 2023-Government-AI-Readiness-Index-1.pdf,pdf,ai,government,government,Oxford,government_public_sector,artificial_intelligence;analytics,ai_readiness,,,,,government_as_a_service,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000680,Oxford - 2024-Government-AI-Readiness-Index-2.pdf,Oxford - 2024-Government-AI-Readiness-Index-2.pdf,pdf,ai,government,government,Oxford,government_public_sector,artificial_intelligence;analytics,ai_readiness,,,,,government_as_a_service,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000681,Oxford - 2025-Government-AI-Readiness-Index-Report_01_26.pdf,Oxford - 2025-Government-AI-Readiness-Index-Report_01_26.pdf,pdf,ai,government,government,Oxford,government_public_sector,artificial_intelligence;analytics,ai_readiness,,,,,government_as_a_service,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000682,Oxford - ai_readiness_index_2019__0.pdf,Oxford - ai_readiness_index_2019__0.pdf,pdf,ai,,industry_report,Oxford,,artificial_intelligence;analytics,ai_readiness,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000683,Oxford - Government_AI_Readiness_2021.pdf,Oxford - Government_AI_Readiness_2021.pdf,pdf,ai,government,government,Oxford,government_public_sector,artificial_intelligence,ai_readiness,,,,,government_as_a_service,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000684,Oxford - Government_AI_Readiness_2022_FV.pdf,Oxford - Government_AI_Readiness_2022_FV.pdf,pdf,ai,government,government,Oxford,government_public_sector,artificial_intelligence,ai_readiness,,,,,government_as_a_service,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000685,Oxford - Govt AI Readiness Report 2020.pdf,Oxford - Govt AI Readiness Report 2020.pdf,pdf,ai,government,government,Oxford,government_public_sector,artificial_intelligence,ai_readiness,,,,,government_as_a_service,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000686,Paid Owned and Earend - Media Consumption - Statista Dossier.pdf,Paid Owned and Earend - Media Consumption - Statista Dossier.pdf,pdf,other,,unknown,Statista,advertising_media_marketing,,,advertising,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000687,Paid Owned and Earned - Media Usage in the US by Device by Demo - Statista Dossier.pdf,Paid Owned and Earned - Media Usage in the US by Device by Demo - Statista Dossier.pdf,pdf,marketing_maturity,,unknown,Statista,advertising_media_marketing,,,advertising,,,,,high,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000688,Paid Owned and Earned - The State of Social Media.pdf,Paid Owned and Earned - The State of Social Media.pdf,pdf,marketing_maturity,,unknown,unknown,advertising_media_marketing,,,advertising,,social,,,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000689,Paid Owned Earned - Social Media Usage in the US - Statista Dossier.pdf,Paid Owned Earned - Social Media Usage in the US - Statista Dossier.pdf,pdf,marketing_maturity,,unknown,Statista,advertising_media_marketing,,,advertising,,social,,,high,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000690,Pantera Capital - State-of-Tokenization-Q1-2026.pdf,Pantera Capital - State-of-Tokenization-Q1-2026.pdf,pdf,blockchain,,unknown,unknown,,,,tokenization,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
